,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2347000,2015,5,29,5,OO,4709,N613SK,SEA,SMF,1255,1305.0,10.0,21.0,1326.0,112.0,112.0,82.0,605,1448.0,9.0,1447,1457.0,10.0,0,0,,,,,,
2348000,2015,5,29,5,US,1816,N732US,TPA,DCA,1355,1350.0,-5.0,11.0,1401.0,131.0,130.0,115.0,814,1556.0,4.0,1606,1600.0,-6.0,0,0,,,,,,
2349000,2015,5,29,5,B6,1445,N294JB,BOS,CLT,1500,1459.0,-1.0,19.0,1518.0,140.0,142.0,116.0,728,1714.0,7.0,1720,1721.0,1.0,0,0,,,,,,
2350000,2015,5,29,5,WN,829,N7713A,DAL,MAF,1555,1615.0,20.0,14.0,1629.0,70.0,65.0,48.0,319,1717.0,3.0,1705,1720.0,15.0,0,0,,0.0,0.0,0.0,15.0,0.0
2351000,2015,5,29,5,OO,2897,N492SW,SAN,LAX,1655,1645.0,-10.0,12.0,1657.0,44.0,47.0,23.0,109,1720.0,12.0,1739,1732.0,-7.0,0,0,,,,,,
2352000,2015,5,29,5,WN,271,N211WN,LAS,DAL,1750,1807.0,17.0,10.0,1817.0,155.0,153.0,138.0,1067,2235.0,5.0,2225,2240.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0
2353000,2015,5,29,5,US,2027,N155UW,PHX,MSP,1850,1845.0,-5.0,13.0,1858.0,184.0,172.0,154.0,1276,2332.0,5.0,2354,2337.0,-17.0,0,0,,,,,,
2354000,2015,5,29,5,WN,193,N757LV,SJC,AUS,1950,2034.0,44.0,12.0,2046.0,195.0,193.0,176.0,1476,142.0,5.0,105,147.0,42.0,0,0,,0.0,0.0,0.0,42.0,0.0
2355000,2015,5,29,5,WN,777,N749SW,HOU,RDU,2105,2103.0,-2.0,11.0,2114.0,155.0,154.0,137.0,1050,31.0,6.0,40,37.0,-3.0,0,0,,,,,,
2356000,2015,5,29,5,VX,114,N361VA,LAX,IAD,2345,2346.0,1.0,12.0,2358.0,290.0,290.0,270.0,2288,728.0,8.0,735,736.0,1.0,0,0,,,,,,
2357000,2015,5,30,6,EV,4436,N13995,MOB,IAH,630,622.0,-8.0,17.0,639.0,95.0,97.0,71.0,427,750.0,9.0,805,759.0,-6.0,0,0,,,,,,
2358000,2015,5,30,6,WN,1807,N762SW,SNA,SJC,730,725.0,-5.0,9.0,734.0,75.0,70.0,57.0,342,831.0,4.0,845,835.0,-10.0,0,0,,,,,,
2359000,2015,5,30,6,WN,1008,N387SW,LAX,SJC,840,850.0,10.0,14.0,904.0,65.0,69.0,51.0,308,955.0,4.0,945,959.0,14.0,0,0,,,,,,
2360000,2015,5,30,6,US,597,N838AW,BOS,PHX,945,941.0,-4.0,23.0,1004.0,334.0,315.0,287.0,2300,1151.0,5.0,1219,1156.0,-23.0,0,0,,,,,,
2361000,2015,5,30,6,WN,1052,N921WN,PHX,SFO,1050,1054.0,4.0,16.0,1110.0,125.0,117.0,96.0,651,1246.0,5.0,1255,1251.0,-4.0,0,0,,,,,,
2362000,2015,5,30,6,DL,281,N3759,DTW,SEA,1200,1200.0,0.0,16.0,1216.0,285.0,280.0,257.0,1927,1333.0,7.0,1345,1340.0,-5.0,0,0,,,,,,
2363000,2015,5,30,6,UA,1754,N66825,SFO,EWR,1304,1300.0,-4.0,16.0,1316.0,341.0,324.0,301.0,2565,2117.0,7.0,2145,2124.0,-21.0,0,0,,,,,,
2364000,2015,5,30,6,OO,4521,N820SK,DFW,SLC,1415,1413.0,-2.0,17.0,1430.0,172.0,159.0,137.0,989,1547.0,5.0,1607,1552.0,-15.0,0,0,,,,,,
2365000,2015,5,30,6,DL,946,N392DA,DTW,MSP,1525,1522.0,-3.0,16.0,1538.0,115.0,100.0,80.0,528,1558.0,4.0,1620,1602.0,-18.0,0,0,,,,,,
2366000,2015,5,30,6,WN,1698,N8604K,DEN,PIT,1640,1641.0,1.0,10.0,1651.0,185.0,171.0,156.0,1290,2127.0,5.0,2145,2132.0,-13.0,0,0,,,,,,
2367000,2015,5,30,6,DL,2525,N983DL,ATL,BHM,1755,1756.0,1.0,15.0,1811.0,56.0,49.0,26.0,134,1737.0,8.0,1751,1745.0,-6.0,0,0,,,,,,
2368000,2015,5,30,6,US,496,N650AW,SMF,PHX,1915,1905.0,-10.0,10.0,1915.0,104.0,104.0,89.0,647,2044.0,5.0,2059,2049.0,-10.0,0,0,,,,,,
2369000,2015,5,30,6,UA,1033,N75851,IAH,SFO,2110,12.0,182.0,13.0,25.0,250.0,228.0,210.0,1635,155.0,5.0,2320,200.0,160.0,0,0,,0.0,0.0,0.0,75.0,85.0
2370000,2015,5,31,7,F9,124,N919FR,DEN,DFW,600,606.0,6.0,10.0,616.0,110.0,106.0,86.0,641,842.0,10.0,850,852.0,2.0,0,0,,,,,,
2371000,2015,5,31,7,MQ,3393,N519MQ,XNA,LGA,705,700.0,-5.0,18.0,718.0,173.0,170.0,146.0,1147,1044.0,6.0,1058,1050.0,-8.0,0,0,,,,,,
2372000,2015,5,31,7,EV,5541,N754EV,SBN,DTW,810,809.0,-1.0,17.0,826.0,64.0,63.0,32.0,157,858.0,14.0,914,912.0,-2.0,0,0,,,,,,
2373000,2015,5,31,7,WN,3789,N8630B,OAK,SEA,910,909.0,-1.0,11.0,920.0,125.0,114.0,82.0,672,1042.0,21.0,1115,1103.0,-12.0,0,0,,,,,,
2374000,2015,5,31,7,OO,2752,N885AS,PHX,BFL,1015,1109.0,54.0,15.0,1124.0,95.0,85.0,65.0,425,1229.0,5.0,1150,1234.0,44.0,0,0,,0.0,0.0,44.0,0.0,0.0
2375000,2015,5,31,7,AA,1202,N3GPAA,MIA,DCA,1115,1119.0,4.0,19.0,1138.0,154.0,155.0,130.0,919,1348.0,6.0,1349,1354.0,5.0,0,0,,,,,,
2376000,2015,5,31,7,DL,1355,N304DQ,EYW,ATL,1215,1219.0,4.0,5.0,1224.0,125.0,116.0,102.0,646,1406.0,9.0,1420,1415.0,-5.0,0,0,,,,,,
2377000,2015,5,31,7,DL,2204,N6710E,LAX,SLC,1316,1329.0,13.0,19.0,1348.0,112.0,106.0,81.0,590,1609.0,6.0,1608,1615.0,7.0,0,0,,,,,,
2378000,2015,5,31,7,WN,735,N645SW,MCO,PIT,1415,1435.0,20.0,9.0,1444.0,135.0,130.0,110.0,834,1634.0,11.0,1630,1645.0,15.0,0,0,,0.0,0.0,0.0,1.0,14.0
2379000,2015,5,31,7,EV,5075,N858AS,CAE,ATL,1519,1706.0,107.0,14.0,1720.0,59.0,69.0,43.0,192,1803.0,12.0,1618,1815.0,117.0,0,0,,117.0,0.0,0.0,0.0,0.0
2380000,2015,5,31,7,US,751,N519UW,PHL,DFW,1620,1647.0,27.0,34.0,1721.0,224.0,220.0,176.0,1303,1917.0,10.0,1904,1927.0,23.0,0,0,,0.0,0.0,23.0,0.0,0.0
2381000,2015,5,31,7,DL,2462,N911DE,MSP,MCI,1720,1820.0,60.0,11.0,1831.0,83.0,78.0,59.0,393,1930.0,8.0,1843,1938.0,55.0,0,0,,0.0,0.0,55.0,0.0,0.0
2382000,2015,5,31,7,WN,3792,N764SW,MCO,MSY,1815,1835.0,20.0,8.0,1843.0,110.0,91.0,79.0,551,1902.0,4.0,1905,1906.0,1.0,0,0,,,,,,
2383000,2015,5,31,7,WN,2704,N8652B,DAL,SFO,1915,1937.0,22.0,8.0,1945.0,230.0,208.0,190.0,1476,2055.0,10.0,2105,2105.0,0.0,0,0,,,,,,
2384000,2015,5,31,7,WN,201,N550WN,ATL,DEN,2015,2023.0,8.0,24.0,2047.0,200.0,192.0,161.0,1199,2128.0,7.0,2135,2135.0,0.0,0,0,,,,,,
2385000,2015,5,31,7,WN,560,N488WN,BNA,MCI,2150,2203.0,13.0,9.0,2212.0,95.0,78.0,65.0,491,2317.0,4.0,2325,2321.0,-4.0,0,0,,,,,,
2386000,2015,6,1,1,WN,4923,N251WN,PHX,SAN,545,542.0,-3.0,9.0,551.0,70.0,62.0,50.0,304,641.0,3.0,655,644.0,-11.0,0,0,,,,,,
2387000,2015,6,1,1,US,1866,N117UW,PHL,CLT,635,628.0,-7.0,14.0,642.0,103.0,89.0,67.0,449,749.0,8.0,818,757.0,-21.0,0,0,,,,,,
2388000,2015,6,1,1,DL,1334,N929DN,ATL,RIC,728,726.0,-2.0,20.0,746.0,92.0,89.0,64.0,481,850.0,5.0,900,855.0,-5.0,0,0,,,,,,
2389000,2015,6,1,1,US,1995,N524UW,DFW,PHL,825,821.0,-4.0,14.0,835.0,193.0,188.0,168.0,1303,1223.0,6.0,1238,1229.0,-9.0,0,0,,,,,,
2390000,2015,6,1,1,OO,4608,N616QX,PDX,SEA,920,1938.0,618.0,10.0,1948.0,55.0,51.0,37.0,129,2025.0,4.0,1015,2029.0,614.0,0,0,,0.0,0.0,581.0,33.0,0.0
2391000,2015,6,1,1,WN,123,N8649A,DEN,BWI,1020,1034.0,14.0,10.0,1044.0,205.0,197.0,181.0,1491,1545.0,6.0,1545,1551.0,6.0,0,0,,,,,,
2392000,2015,6,1,1,EV,5913,N13550,ORD,TYS,1116,1111.0,-5.0,19.0,1130.0,95.0,98.0,74.0,475,1344.0,5.0,1351,1349.0,-2.0,0,0,,,,,,
2393000,2015,6,1,1,WN,2853,N948WN,PHX,SFO,1215,1225.0,10.0,14.0,1239.0,125.0,119.0,100.0,651,1419.0,5.0,1420,1424.0,4.0,0,0,,,,,,
2394000,2015,6,1,1,OO,5500,N958SW,IDA,DEN,1315,1316.0,1.0,16.0,1332.0,92.0,99.0,75.0,458,1447.0,8.0,1447,1455.0,8.0,0,0,,,,,,
2395000,2015,6,1,1,WN,863,N212WN,PIT,MDW,1415,1410.0,-5.0,11.0,1421.0,90.0,76.0,61.0,402,1422.0,4.0,1445,1426.0,-19.0,0,0,,,,,,
2396000,2015,6,1,1,OO,4712,N779CA,MSP,BIS,1515,1614.0,59.0,12.0,1626.0,85.0,80.0,62.0,386,1728.0,6.0,1640,1734.0,54.0,0,0,,0.0,0.0,54.0,0.0,0.0
2397000,2015,6,1,1,B6,1198,N636JB,MCO,LGA,1617,1911.0,174.0,45.0,1956.0,162.0,221.0,171.0,950,2247.0,5.0,1859,2252.0,233.0,0,0,,233.0,0.0,0.0,0.0,0.0
2398000,2015,6,1,1,WN,2614,N930WN,PHX,SLC,1715,1711.0,-4.0,7.0,1718.0,90.0,76.0,62.0,507,1920.0,7.0,1945,1927.0,-18.0,0,0,,,,,,
2399000,2015,6,1,1,UA,1134,N76508,EWR,BOS,1812,1859.0,47.0,38.0,1937.0,91.0,80.0,35.0,200,2012.0,7.0,1943,2019.0,36.0,0,0,,0.0,0.0,19.0,17.0,0.0
2400000,2015,6,1,1,DL,1442,N357NB,IAD,ATL,1912,1921.0,9.0,15.0,1936.0,113.0,101.0,81.0,534,2057.0,5.0,2105,2102.0,-3.0,0,0,,,,,,
2401000,2015,6,1,1,OO,6203,N760SK,IND,DEN,2014,2020.0,6.0,12.0,2032.0,169.0,163.0,142.0,977,2054.0,9.0,2103,2103.0,0.0,0,0,,,,,,
2402000,2015,6,1,1,AA,1136,N3BDAA,DFW,SAN,2150,2231.0,41.0,22.0,2253.0,190.0,181.0,156.0,1171,2329.0,3.0,2300,2332.0,32.0,0,0,,0.0,0.0,32.0,0.0,0.0
2403000,2015,6,2,2,OO,5482,N716SK,SBA,DEN,545,545.0,0.0,7.0,552.0,146.0,130.0,113.0,916,845.0,10.0,911,855.0,-16.0,0,0,,,,,,
2404000,2015,6,2,2,WN,307,N7725A,OAK,PHX,635,631.0,-4.0,15.0,646.0,115.0,106.0,86.0,646,812.0,5.0,830,817.0,-13.0,0,0,,,,,,
2405000,2015,6,2,2,B6,161,N618JB,JFK,SMF,730,730.0,0.0,16.0,746.0,374.0,355.0,336.0,2521,1022.0,3.0,1044,1025.0,-19.0,0,0,,,,,,
2406000,2015,6,2,2,DL,2120,N958AT,ATL,MDW,826,823.0,-3.0,26.0,849.0,117.0,119.0,88.0,591,917.0,5.0,923,922.0,-1.0,0,0,,,,,,
2407000,2015,6,2,2,WN,152,N7715E,BNA,AUS,925,935.0,10.0,13.0,948.0,135.0,117.0,98.0,756,1126.0,6.0,1140,1132.0,-8.0,0,0,,,,,,
2408000,2015,6,2,2,AA,390,N477AA,DFW,MSY,1024,1018.0,-6.0,19.0,1037.0,93.0,93.0,69.0,447,1146.0,5.0,1157,1151.0,-6.0,0,0,,,,,,
2409000,2015,6,2,2,OO,4555,N910EV,SLC,RDM,1120,1114.0,-6.0,15.0,1129.0,108.0,103.0,82.0,525,1151.0,6.0,1208,1157.0,-11.0,0,0,,,,,,
2410000,2015,6,2,2,WN,3489,N216WR,MCI,LAS,1220,1243.0,23.0,10.0,1253.0,180.0,170.0,155.0,1139,1328.0,5.0,1320,1333.0,13.0,0,0,,,,,,
2411000,2015,6,2,2,EV,2634,N673AE,DFW,VPS,1325,1320.0,-5.0,16.0,1336.0,116.0,110.0,87.0,641,1503.0,7.0,1521,1510.0,-11.0,0,0,,,,,,
2412000,2015,6,2,2,DL,1224,N896AT,BHM,ATL,1425,1529.0,64.0,16.0,1545.0,73.0,54.0,33.0,134,1718.0,5.0,1638,1723.0,45.0,0,0,,0.0,0.0,0.0,45.0,0.0
2413000,2015,6,2,2,UA,217,N426UA,SFO,EWR,1525,1531.0,6.0,12.0,1543.0,337.0,317.0,300.0,2565,2343.0,5.0,2,2348.0,-14.0,0,0,,,,,,
2414000,2015,6,2,2,NK,773,N508NK,ORD,MSP,1625,1620.0,-5.0,13.0,1633.0,87.0,79.0,59.0,334,1732.0,7.0,1752,1739.0,-13.0,0,0,,,,,,
2415000,2015,6,2,2,WN,771,N215WN,PHL,MCO,1725,1803.0,38.0,17.0,1820.0,150.0,162.0,136.0,861,2036.0,9.0,1955,2045.0,50.0,0,0,,12.0,0.0,26.0,12.0,0.0
2416000,2015,6,2,2,DL,1611,N992DL,CVG,ATL,1823,1821.0,-2.0,21.0,1842.0,96.0,91.0,61.0,373,1943.0,9.0,1959,1952.0,-7.0,0,0,,,,,,
2417000,2015,6,2,2,EV,5614,N391CA,GSO,LGA,1924,2116.0,112.0,27.0,2143.0,96.0,103.0,68.0,461,2251.0,8.0,2100,2259.0,119.0,0,0,,7.0,0.0,68.0,44.0,0.0
2418000,2015,6,2,2,B6,1001,N193JB,BUF,JFK,2030,2120.0,50.0,12.0,2132.0,90.0,76.0,59.0,301,2231.0,5.0,2200,2236.0,36.0,0,0,,36.0,0.0,0.0,0.0,0.0
2419000,2015,6,2,2,UA,337,N430UA,IAD,LAX,2212,2205.0,-7.0,14.0,2219.0,344.0,311.0,287.0,2288,6.0,10.0,56,16.0,-40.0,0,0,,,,,,
2420000,2015,6,3,3,WN,465,N234WN,MDW,EWR,600,554.0,-6.0,9.0,603.0,120.0,116.0,97.0,711,840.0,10.0,900,850.0,-10.0,0,0,,,,,,
2421000,2015,6,3,3,EV,5140,N758EV,BHM,LGA,659,658.0,-1.0,11.0,709.0,156.0,135.0,116.0,866,1005.0,8.0,1035,1013.0,-22.0,0,0,,,,,,
2422000,2015,6,3,3,NK,1065,N627NK,CLE,MCO,745,804.0,19.0,11.0,815.0,146.0,147.0,128.0,895,1023.0,8.0,1011,1031.0,20.0,0,0,,1.0,0.0,14.0,5.0,0.0
2423000,2015,6,3,3,DL,2628,N939AT,ORD,ATL,845,841.0,-4.0,12.0,853.0,117.0,103.0,80.0,606,1113.0,11.0,1142,1124.0,-18.0,0,0,,,,,,
2424000,2015,6,3,3,DL,845,N551NW,ATL,PBI,945,941.0,-4.0,10.0,951.0,110.0,97.0,80.0,545,1111.0,7.0,1135,1118.0,-17.0,0,0,,,,,,
2425000,2015,6,3,3,AA,1289,N3LFAA,DFW,SAN,1039,1039.0,0.0,23.0,1102.0,194.0,187.0,161.0,1171,1143.0,3.0,1153,1146.0,-7.0,0,0,,,,,,
2426000,2015,6,3,3,DL,1082,N312US,OAK,SLC,1140,1139.0,-1.0,10.0,1149.0,106.0,95.0,80.0,588,1409.0,5.0,1426,1414.0,-12.0,0,0,,,,,,
2427000,2015,6,3,3,AA,2251,N5CPAA,BOS,DFW,1240,1246.0,6.0,12.0,1258.0,259.0,220.0,202.0,1562,1520.0,6.0,1559,1526.0,-33.0,0,0,,,,,,
2428000,2015,6,3,3,EV,4895,N695CA,ATL,HSV,1340,1337.0,-3.0,8.0,1345.0,54.0,43.0,32.0,151,1317.0,3.0,1334,1320.0,-14.0,0,0,,,,,,
2429000,2015,6,3,3,OO,5584,N727SK,SAT,IAH,1442,1434.0,-8.0,17.0,1451.0,63.0,67.0,37.0,191,1528.0,13.0,1545,1541.0,-4.0,0,0,,,,,,
2430000,2015,6,3,3,US,834,N950UW,PHL,SAT,1540,1546.0,6.0,33.0,1619.0,248.0,228.0,193.0,1496,1832.0,2.0,1848,1834.0,-14.0,0,0,,,,,,
2431000,2015,6,3,3,DL,1886,N923DN,ATL,LGA,1645,1645.0,0.0,31.0,1716.0,150.0,141.0,100.0,762,1856.0,10.0,1915,1906.0,-9.0,0,0,,,,,,
2432000,2015,6,3,3,US,1782,N108UW,IAH,CLT,1740,1732.0,-8.0,15.0,1747.0,147.0,149.0,124.0,912,2051.0,10.0,2107,2101.0,-6.0,0,0,,,,,,
2433000,2015,6,3,3,WN,4453,N749SW,BUR,SMF,1840,1838.0,-2.0,7.0,1845.0,75.0,66.0,55.0,358,1940.0,4.0,1955,1944.0,-11.0,0,0,,,,,,
2434000,2015,6,3,3,OO,6271,N925SW,DEN,ELP,1941,2008.0,27.0,26.0,2034.0,110.0,120.0,89.0,563,2203.0,5.0,2131,2208.0,37.0,0,0,,10.0,0.0,0.0,27.0,0.0
2435000,2015,6,3,3,MQ,3582,N640MQ,IND,ORD,2055,2050.0,-5.0,8.0,2058.0,71.0,55.0,35.0,177,2033.0,12.0,2106,2045.0,-21.0,0,0,,,,,,
2436000,2015,6,3,3,EV,5373,N919EV,ATL,MGM,2259,2253.0,-6.0,9.0,2302.0,47.0,44.0,31.0,147,2233.0,4.0,2246,2237.0,-9.0,0,0,,,,,,
2437000,2015,6,4,4,EV,5422,N676CA,BMI,ATL,605,601.0,-4.0,8.0,609.0,96.0,84.0,72.0,533,821.0,4.0,841,825.0,-16.0,0,0,,,,,,
2438000,2015,6,4,4,WN,140,N8315C,DEN,MCI,700,657.0,-3.0,11.0,708.0,95.0,89.0,74.0,533,922.0,4.0,935,926.0,-9.0,0,0,,,,,,
2439000,2015,6,4,4,AA,1574,N4YSAA,ATL,ORD,800,1112.0,192.0,17.0,1129.0,133.0,125.0,97.0,606,1206.0,11.0,913,1217.0,184.0,0,0,,0.0,0.0,184.0,0.0,0.0
2440000,2015,6,4,4,B6,1383,N337JB,BOS,RDU,853,845.0,-8.0,15.0,900.0,121.0,113.0,93.0,612,1033.0,5.0,1054,1038.0,-16.0,0,0,,,,,,
2441000,2015,6,4,4,US,2091,N567UW,DFW,CLT,955,955.0,0.0,11.0,1006.0,154.0,152.0,123.0,936,1309.0,18.0,1329,1327.0,-2.0,0,0,,,,,,
2442000,2015,6,4,4,EV,3257,N14173,ORD,RIC,1047,1040.0,-7.0,10.0,1050.0,120.0,114.0,95.0,642,1325.0,9.0,1347,1334.0,-13.0,0,0,,,,,,
2443000,2015,6,4,4,B6,734,N621JB,SJU,MCO,1146,1146.0,0.0,15.0,1201.0,188.0,182.0,160.0,1189,1441.0,7.0,1454,1448.0,-6.0,0,0,,,,,,
2444000,2015,6,4,4,WN,1264,N224WN,PHX,SAN,1245,1244.0,-1.0,25.0,1309.0,60.0,77.0,48.0,304,1357.0,4.0,1345,1401.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2445000,2015,6,4,4,B6,1654,N355JB,SJU,FLL,1347,1345.0,-2.0,12.0,1357.0,168.0,161.0,143.0,1046,1620.0,6.0,1635,1626.0,-9.0,0,0,,,,,,
2446000,2015,6,4,4,UA,448,N806UA,EWR,MIA,1450,1506.0,16.0,21.0,1527.0,189.0,168.0,145.0,1085,1752.0,2.0,1759,1754.0,-5.0,0,0,,,,,,
2447000,2015,6,4,4,OO,5614,N125SY,DFW,ORD,1543,1538.0,-5.0,18.0,1556.0,155.0,163.0,125.0,802,1801.0,20.0,1818,1821.0,3.0,0,0,,,,,,
2448000,2015,6,4,4,WN,3320,N7750A,TUL,DEN,1645,1703.0,18.0,11.0,1714.0,105.0,126.0,108.0,541,1802.0,7.0,1730,1809.0,39.0,0,0,,21.0,0.0,4.0,14.0,0.0
2449000,2015,6,4,4,WN,1105,N435WN,LAS,ONT,1740,1835.0,55.0,9.0,1844.0,50.0,48.0,35.0,197,1919.0,4.0,1830,1923.0,53.0,0,0,,0.0,0.0,53.0,0.0,0.0
2450000,2015,6,4,4,AA,1447,N569AA,PIT,DFW,1840,1830.0,-10.0,25.0,1855.0,180.0,183.0,141.0,1067,2016.0,17.0,2040,2033.0,-7.0,0,0,,,,,,
2451000,2015,6,4,4,DL,2107,N396DA,MSP,ORD,1937,1934.0,-3.0,14.0,1948.0,90.0,81.0,55.0,334,2043.0,12.0,2107,2055.0,-12.0,0,0,,,,,,
2452000,2015,6,4,4,DL,2822,N3759,JFK,PDX,2045,2044.0,-1.0,30.0,2114.0,379.0,381.0,315.0,2454,2329.0,36.0,4,5.0,1.0,0,0,,,,,,
2453000,2015,6,4,4,UA,1758,N14704,IAD,ORD,2220,2228.0,8.0,23.0,2251.0,120.0,111.0,83.0,589,2314.0,5.0,2320,2319.0,-1.0,0,0,,,,,,
2454000,2015,6,5,5,UA,2000,N441UA,PIT,SFO,600,556.0,-4.0,10.0,606.0,322.0,314.0,298.0,2254,804.0,6.0,822,810.0,-12.0,0,0,,,,,,
2455000,2015,6,5,5,DL,1212,N582NW,LAX,MSP,655,652.0,-3.0,21.0,713.0,206.0,195.0,170.0,1535,1203.0,4.0,1221,1207.0,-14.0,0,0,,,,,,
2456000,2015,6,5,5,AA,1588,N493AA,AUS,ORD,740,740.0,0.0,15.0,755.0,165.0,165.0,135.0,978,1010.0,15.0,1025,1025.0,0.0,0,0,,,,,,
2457000,2015,6,5,5,MQ,3462,N3AEMQ,DFW,LIT,835,834.0,-1.0,14.0,848.0,70.0,67.0,48.0,304,936.0,5.0,945,941.0,-4.0,0,0,,,,,,
2458000,2015,6,5,5,WN,4547,N527SW,LBB,DAL,935,929.0,-6.0,6.0,935.0,65.0,61.0,50.0,293,1025.0,5.0,1040,1030.0,-10.0,0,0,,,,,,
2459000,2015,6,5,5,US,663,N908AW,PHX,KOA,1030,1035.0,5.0,46.0,1121.0,387.0,407.0,359.0,2860,1420.0,2.0,1357,1422.0,25.0,0,0,,20.0,0.0,5.0,0.0,0.0
2460000,2015,6,5,5,DL,1570,N961DN,STL,ATL,1130,1126.0,-4.0,11.0,1137.0,96.0,86.0,66.0,484,1343.0,9.0,1406,1352.0,-14.0,0,0,,,,,,
2461000,2015,6,5,5,OO,6286,N984CA,SFO,RNO,1226,1223.0,-3.0,18.0,1241.0,74.0,59.0,36.0,192,1317.0,5.0,1340,1322.0,-18.0,0,0,,,,,,
2462000,2015,6,5,5,DL,530,N399DA,ANC,SEA,1330,1342.0,12.0,14.0,1356.0,200.0,197.0,174.0,1448,1750.0,9.0,1750,1759.0,9.0,0,0,,,,,,
2463000,2015,6,5,5,DL,989,N909DA,DEN,ATL,1430,1433.0,3.0,11.0,1444.0,181.0,167.0,150.0,1199,1914.0,6.0,1931,1920.0,-11.0,0,0,,,,,,
2464000,2015,6,5,5,OO,6408,N947SW,EUG,DEN,1526,1516.0,-10.0,8.0,1524.0,160.0,167.0,137.0,996,1841.0,22.0,1906,1903.0,-3.0,0,0,,,,,,
2465000,2015,6,5,5,US,514,N752US,SNA,PHX,1630,1700.0,30.0,14.0,1714.0,74.0,74.0,53.0,338,1807.0,7.0,1744,1814.0,30.0,0,0,,0.0,0.0,1.0,29.0,0.0
2466000,2015,6,5,5,UA,237,N412UA,ABQ,DEN,1726,1823.0,57.0,11.0,1834.0,77.0,77.0,60.0,349,1934.0,6.0,1843,1940.0,57.0,0,0,,0.0,0.0,29.0,28.0,0.0
2467000,2015,6,5,5,EV,4920,N708EV,SAV,LGA,1820,1924.0,64.0,18.0,1942.0,130.0,132.0,93.0,722,2115.0,21.0,2030,2136.0,66.0,0,0,,2.0,0.0,31.0,33.0,0.0
2468000,2015,6,5,5,US,1955,N766US,TPA,LAX,1920,1914.0,-6.0,13.0,1927.0,300.0,309.0,282.0,2158,2109.0,14.0,2120,2123.0,3.0,0,0,,,,,,
2469000,2015,6,5,5,US,673,N679AW,CLT,IAH,2020,2019.0,-1.0,12.0,2031.0,153.0,137.0,118.0,912,2129.0,7.0,2153,2136.0,-17.0,0,0,,,,,,
2470000,2015,6,5,5,US,496,N664AW,PHX,DEN,2155,2223.0,28.0,12.0,2235.0,103.0,105.0,84.0,602,59.0,9.0,38,108.0,30.0,0,0,,2.0,0.0,13.0,15.0,0.0
2471000,2015,6,6,6,DL,1896,N313US,DFW,SLC,600,557.0,-3.0,13.0,610.0,161.0,148.0,130.0,989,720.0,5.0,741,725.0,-16.0,0,0,,,,,,
2472000,2015,6,6,6,B6,475,N789JB,PVD,MCO,700,654.0,-6.0,12.0,706.0,173.0,166.0,151.0,1072,937.0,3.0,953,940.0,-13.0,0,0,,,,,,
2473000,2015,6,6,6,UA,561,N456UA,LGA,DEN,759,757.0,-2.0,13.0,810.0,261.0,241.0,218.0,1620,948.0,10.0,1020,958.0,-22.0,0,0,,,,,,
2474000,2015,6,6,6,WN,3333,N424WN,MDW,BNA,855,855.0,0.0,12.0,907.0,85.0,79.0,61.0,395,1008.0,6.0,1020,1014.0,-6.0,0,0,,,,,,
2475000,2015,6,6,6,HA,51,N373HA,JFK,HNL,1000,956.0,-4.0,17.0,1013.0,640.0,635.0,613.0,4983,1426.0,5.0,1440,1431.0,-9.0,0,0,,,,,,
2476000,2015,6,6,6,UA,664,N494UA,FLL,ORD,1105,1057.0,-8.0,16.0,1113.0,197.0,198.0,172.0,1182,1305.0,10.0,1322,1315.0,-7.0,0,0,,,,,,
2477000,2015,6,6,6,WN,2578,N267WN,LAS,OKC,1210,1211.0,1.0,13.0,1224.0,145.0,134.0,118.0,986,1622.0,3.0,1635,1625.0,-10.0,0,0,,,,,,
2478000,2015,6,6,6,NK,832,N627NK,IAH,MCO,1318,1504.0,106.0,13.0,1517.0,138.0,133.0,111.0,854,1808.0,9.0,1636,1817.0,101.0,0,0,,0.0,0.0,0.0,101.0,0.0
2479000,2015,6,6,6,AA,1292,N3DPAA,TUL,DFW,1430,1530.0,60.0,12.0,1542.0,73.0,65.0,42.0,237,1624.0,11.0,1543,1635.0,52.0,0,0,,0.0,0.0,3.0,49.0,0.0
2480000,2015,6,6,6,US,765,N750UW,TPA,CLT,1535,1526.0,-9.0,12.0,1538.0,102.0,91.0,72.0,507,1650.0,7.0,1717,1657.0,-20.0,0,0,,,,,,
2481000,2015,6,6,6,NK,936,N521NK,ACY,ORD,1649,1720.0,31.0,10.0,1730.0,148.0,141.0,114.0,720,1824.0,17.0,1817,1841.0,24.0,0,0,,0.0,0.0,24.0,0.0,0.0
